clip	duration[ms]
common_voice_ru_42605186.mp3	6588
common_voice_ru_41973359.mp3	5400
common_voice_ru_42479308.mp3	2520
common_voice_ru_42000377.mp3	3420
common_voice_ru_42405535.mp3	3276
common_voice_ru_42522932.mp3	3888
common_voice_ru_42528801.mp3	7596
common_voice_ru_42544333.mp3	4320
common_voice_ru_42544311.mp3	5328
common_voice_ru_42532386.mp3	4140
common_voice_ru_42558872.mp3	3528
common_voice_ru_42227360.mp3	7920
common_voice_ru_41981244.mp3	7200
common_voice_ru_41973980.mp3	7704
common_voice_ru_42628391.mp3	9360
common_voice_ru_42032488.mp3	5940
common_voice_ru_42547228.mp3	5436
common_voice_ru_41977098.mp3	2520
common_voice_ru_41973235.mp3	3348
common_voice_ru_42550218.mp3	3348
common_voice_ru_42501144.mp3	5508
common_voice_ru_41973497.mp3	5940
common_voice_ru_41986483.mp3	4248
common_voice_ru_42647349.mp3	3060
common_voice_ru_42060494.mp3	5940
common_voice_ru_41981269.mp3	4788
common_voice_ru_42631623.mp3	5148
common_voice_ru_42325332.mp3	3348
common_voice_ru_42431377.mp3	5760
common_voice_ru_41981286.mp3	6660
common_voice_ru_42032252.mp3	3636
common_voice_ru_42327865.mp3	5508
common_voice_ru_42000598.mp3	2232
common_voice_ru_42467589.mp3	8388
common_voice_ru_42579734.mp3	4896
common_voice_ru_41973482.mp3	2736
common_voice_ru_41910911.mp3	5040
common_voice_ru_41973478.mp3	5904
common_voice_ru_41986383.mp3	4284
common_voice_ru_42002845.mp3	6696
common_voice_ru_42031880.mp3	4464
common_voice_ru_42528733.mp3	3600
common_voice_ru_42628393.mp3	2700
common_voice_ru_42309069.mp3	4968
common_voice_ru_42003496.mp3	3780
common_voice_ru_41973318.mp3	3528
common_voice_ru_41977133.mp3	4032
common_voice_ru_42501122.mp3	4680
common_voice_ru_42506948.mp3	5976
common_voice_ru_42520776.mp3	3276
common_voice_ru_42631570.mp3	4320
common_voice_ru_41976871.mp3	4788
common_voice_ru_41996957.mp3	4068
common_voice_ru_42197902.mp3	4176
common_voice_ru_42623262.mp3	5040
common_voice_ru_42604928.mp3	6120
common_voice_ru_42003481.mp3	6660
common_voice_ru_42544273.mp3	6840
common_voice_ru_42003515.mp3	2700
common_voice_ru_42520891.mp3	3888
common_voice_ru_41982072.mp3	4320
common_voice_ru_42416546.mp3	8748
common_voice_ru_41982159.mp3	3060
common_voice_ru_42032467.mp3	4320
common_voice_ru_41973189.mp3	4536
common_voice_ru_41996960.mp3	5508
common_voice_ru_42405537.mp3	3600
common_voice_ru_41973362.mp3	4428
common_voice_ru_41977051.mp3	4788
common_voice_ru_42197564.mp3	3240
common_voice_ru_42647367.mp3	5868
common_voice_ru_42002879.mp3	6876
common_voice_ru_41981295.mp3	4500
common_voice_ru_42520772.mp3	7848
common_voice_ru_42552081.mp3	4500
common_voice_ru_42479280.mp3	7308
common_voice_ru_42550257.mp3	3996
common_voice_ru_42628264.mp3	4716
common_voice_ru_42442808.mp3	3168
common_voice_ru_41977094.mp3	7092
common_voice_ru_41982107.mp3	4464
common_voice_ru_42634893.mp3	9036
common_voice_ru_42634892.mp3	6048
common_voice_ru_42667750.mp3	9000
common_voice_ru_42488308.mp3	3996
common_voice_ru_42479749.mp3	3600
common_voice_ru_42227297.mp3	8028
common_voice_ru_42522917.mp3	5076
common_voice_ru_42156300.mp3	3600
common_voice_ru_42520835.mp3	7596
common_voice_ru_42544252.mp3	7956
common_voice_ru_41973290.mp3	5760
common_voice_ru_42550184.mp3	4608
common_voice_ru_42479451.mp3	3636
common_voice_ru_42002822.mp3	6228
common_voice_ru_42031962.mp3	4248
common_voice_ru_42032538.mp3	6120
common_voice_ru_42431339.mp3	5868
common_voice_ru_42199497.mp3	7920
common_voice_ru_42550348.mp3	5328
common_voice_ru_42634887.mp3	3996
common_voice_ru_42473290.mp3	6408
common_voice_ru_42619048.mp3	5796
common_voice_ru_42623297.mp3	5796
common_voice_ru_42032541.mp3	3096
common_voice_ru_42000531.mp3	5292
common_voice_ru_42501139.mp3	2700
common_voice_ru_42604971.mp3	5616
common_voice_ru_42544292.mp3	4788
common_voice_ru_42002843.mp3	3060
common_voice_ru_41973371.mp3	3060
common_voice_ru_41973141.mp3	5328
common_voice_ru_42000395.mp3	6156
common_voice_ru_42000586.mp3	4500
common_voice_ru_42032471.mp3	3708
common_voice_ru_42631580.mp3	3960
common_voice_ru_42479679.mp3	7920
common_voice_ru_42032343.mp3	3492
common_voice_ru_42520854.mp3	6408
common_voice_ru_42550377.mp3	6660
common_voice_ru_42680791.mp3	3096
common_voice_ru_42327384.mp3	7596
common_voice_ru_41976897.mp3	3564
common_voice_ru_42522945.mp3	5688
common_voice_ru_42327386.mp3	4608
common_voice_ru_42544295.mp3	5580
common_voice_ru_41976844.mp3	3168
common_voice_ru_42550352.mp3	7596
common_voice_ru_42474988.mp3	5976
common_voice_ru_42328171.mp3	5760
common_voice_ru_42550370.mp3	4320
common_voice_ru_41970100.mp3	6840
common_voice_ru_42604956.mp3	5040
common_voice_ru_42198434.mp3	3276
common_voice_ru_42431340.mp3	4320
common_voice_ru_42579651.mp3	4248
common_voice_ru_41973204.mp3	5112
common_voice_ru_42479623.mp3	3240
common_voice_ru_42488324.mp3	1656
common_voice_ru_42325304.mp3	3960
common_voice_ru_42032095.mp3	2304
common_voice_ru_41973260.mp3	7128
common_voice_ru_42647366.mp3	5436
common_voice_ru_41996969.mp3	6336
common_voice_ru_42488346.mp3	5760
common_voice_ru_42452392.mp3	3096
common_voice_ru_42550385.mp3	9720
common_voice_ru_42623296.mp3	2988
common_voice_ru_42634936.mp3	3816
common_voice_ru_42327851.mp3	5796
common_voice_ru_42032134.mp3	3780
common_voice_ru_42000773.mp3	7776
common_voice_ru_42031996.mp3	5040
common_voice_ru_41982075.mp3	2988
common_voice_ru_41982154.mp3	3204
common_voice_ru_42555797.mp3	4608
common_voice_ru_41991356.mp3	4068
common_voice_ru_42558657.mp3	3456
common_voice_ru_42003483.mp3	3096
common_voice_ru_42488320.mp3	5076
common_voice_ru_42000449.mp3	8172
common_voice_ru_42330691.mp3	7740
common_voice_ru_42640783.mp3	8820
common_voice_ru_42416545.mp3	6408
common_voice_ru_42544211.mp3	4068
common_voice_ru_42506913.mp3	8820
common_voice_ru_42628186.mp3	3708
common_voice_ru_41982152.mp3	3780
common_voice_ru_42547230.mp3	4140
common_voice_ru_42550301.mp3	6480
common_voice_ru_41973277.mp3	4752
common_voice_ru_42000620.mp3	3672
common_voice_ru_42544315.mp3	6408
common_voice_ru_42479444.mp3	4536
common_voice_ru_41982127.mp3	6156
common_voice_ru_42075026.mp3	5796
common_voice_ru_42415495.mp3	6048
common_voice_ru_42604953.mp3	4788
common_voice_ru_41982073.mp3	3744
common_voice_ru_42604925.mp3	2736
common_voice_ru_42198427.mp3	8676
common_voice_ru_41970102.mp3	7920
common_voice_ru_42630834.mp3	10908
common_voice_ru_42327748.mp3	4788
common_voice_ru_42308622.mp3	7020
common_voice_ru_42618660.mp3	3780
common_voice_ru_42488322.mp3	5220
common_voice_ru_42550197.mp3	8460
common_voice_ru_42012912.mp3	3708
common_voice_ru_41976889.mp3	3276
common_voice_ru_42003517.mp3	7920
common_voice_ru_42550208.mp3	5328
common_voice_ru_42308840.mp3	6876
common_voice_ru_42327810.mp3	5868
common_voice_ru_42494888.mp3	5400
common_voice_ru_42558830.mp3	5760
common_voice_ru_41973489.mp3	4896
common_voice_ru_42631606.mp3	3168
common_voice_ru_42619064.mp3	6012
common_voice_ru_42544275.mp3	8460
common_voice_ru_42544313.mp3	7740
common_voice_ru_42550275.mp3	7308
common_voice_ru_42555795.mp3	8316
common_voice_ru_41973244.mp3	3492
common_voice_ru_42460000.mp3	4788
common_voice_ru_42032119.mp3	4788
common_voice_ru_42633267.mp3	10296
common_voice_ru_42327889.mp3	4500
common_voice_ru_42232948.mp3	2916
common_voice_ru_42544301.mp3	5760
common_voice_ru_41910946.mp3	4608
common_voice_ru_41973163.mp3	4644
common_voice_ru_42550293.mp3	5868
common_voice_ru_42197650.mp3	4896
common_voice_ru_42544265.mp3	5508
common_voice_ru_41981200.mp3	5976
common_voice_ru_42308992.mp3	2520
common_voice_ru_41970658.mp3	5004
common_voice_ru_42032048.mp3	3852
common_voice_ru_42032500.mp3	5148
common_voice_ru_42327879.mp3	2628
common_voice_ru_42473296.mp3	5508
common_voice_ru_42631618.mp3	5580
common_voice_ru_41986403.mp3	5292
common_voice_ru_41973251.mp3	6300
common_voice_ru_42198390.mp3	6228
common_voice_ru_42528798.mp3	4608
common_voice_ru_41986395.mp3	7488
common_voice_ru_42416542.mp3	5976
common_voice_ru_42327418.mp3	4320
common_voice_ru_41915185.mp3	5544
common_voice_ru_42032063.mp3	2304
common_voice_ru_42328175.mp3	3456
common_voice_ru_41915183.mp3	6732
common_voice_ru_42611717.mp3	3924
common_voice_ru_42032284.mp3	7452
common_voice_ru_42032502.mp3	5976
common_voice_ru_42032469.mp3	5472
common_voice_ru_42308839.mp3	6336
common_voice_ru_42623259.mp3	5220
common_voice_ru_42558819.mp3	7056
common_voice_ru_41986485.mp3	2448
common_voice_ru_42479352.mp3	5508
common_voice_ru_42522951.mp3	3528
common_voice_ru_42633268.mp3	8856
common_voice_ru_42558617.mp3	7848
common_voice_ru_42631621.mp3	2880
common_voice_ru_42550332.mp3	9720
common_voice_ru_42618640.mp3	2880
common_voice_ru_42545625.mp3	10908
common_voice_ru_41996963.mp3	5076
common_voice_ru_42630830.mp3	7812
common_voice_ru_41973145.mp3	5904
common_voice_ru_42550297.mp3	3996
common_voice_ru_41981288.mp3	6120
common_voice_ru_42689095.mp3	2988
common_voice_ru_41973214.mp3	6012
common_voice_ru_41981253.mp3	5328
common_voice_ru_42227356.mp3	10116
common_voice_ru_42550390.mp3	5436
common_voice_ru_42003488.mp3	7128
common_voice_ru_42429118.mp3	10260
common_voice_ru_42501160.mp3	1908
common_voice_ru_41977096.mp3	4212
common_voice_ru_42002788.mp3	5256
common_voice_ru_42550259.mp3	6768
common_voice_ru_41986408.mp3	2592
common_voice_ru_42000532.mp3	3744
common_voice_ru_42308790.mp3	5940
common_voice_ru_42618637.mp3	6300
common_voice_ru_41981279.mp3	7848
common_voice_ru_42415419.mp3	5616
common_voice_ru_42000536.mp3	4860
common_voice_ru_41982100.mp3	2556
common_voice_ru_42604955.mp3	5616
common_voice_ru_42168155.mp3	5400
common_voice_ru_42550288.mp3	9540
common_voice_ru_41973219.mp3	4392
common_voice_ru_42550236.mp3	8676
common_voice_ru_41976922.mp3	4608
common_voice_ru_42640788.mp3	7920
common_voice_ru_42479631.mp3	5508
common_voice_ru_41973329.mp3	5292
common_voice_ru_41981280.mp3	7128
common_voice_ru_41910933.mp3	7488
common_voice_ru_42415522.mp3	7020
common_voice_ru_42556139.mp3	5148
common_voice_ru_42494894.mp3	6084
common_voice_ru_42479273.mp3	6048
common_voice_ru_42558895.mp3	6336
common_voice_ru_41973280.mp3	4788
common_voice_ru_41973138.mp3	2916
common_voice_ru_42325319.mp3	4788
common_voice_ru_41973173.mp3	4392
common_voice_ru_41976890.mp3	4896
common_voice_ru_42558658.mp3	4068
common_voice_ru_42000596.mp3	2556
common_voice_ru_42495953.mp3	1728
common_voice_ru_41973165.mp3	4356
common_voice_ru_42330693.mp3	5616
common_voice_ru_42197651.mp3	5436
common_voice_ru_42552084.mp3	3096
common_voice_ru_42550281.mp3	5760
common_voice_ru_42031973.mp3	4176
common_voice_ru_41976891.mp3	4068
common_voice_ru_42550209.mp3	7236
common_voice_ru_41976904.mp3	3564
common_voice_ru_42506914.mp3	3096
common_voice_ru_41976837.mp3	3060
common_voice_ru_42479295.mp3	3996
common_voice_ru_42032320.mp3	3960
common_voice_ru_41973484.mp3	2952
common_voice_ru_42550307.mp3	8820
common_voice_ru_42483388.mp3	4176
common_voice_ru_41973319.mp3	4176
common_voice_ru_41973350.mp3	2628
common_voice_ru_41973515.mp3	3924
common_voice_ru_42000546.mp3	7524
common_voice_ru_42689096.mp3	4248
common_voice_ru_42134242.mp3	4788
common_voice_ru_42032240.mp3	5904
common_voice_ru_42631612.mp3	2088
common_voice_ru_41976836.mp3	5832
common_voice_ru_41977061.mp3	6120
common_voice_ru_42032490.mp3	6408
common_voice_ru_41981272.mp3	7380
common_voice_ru_41973239.mp3	6768
common_voice_ru_42520773.mp3	5616
common_voice_ru_42558666.mp3	7488
common_voice_ru_42631553.mp3	6660
common_voice_ru_41986487.mp3	2772
common_voice_ru_42522949.mp3	5040
common_voice_ru_42032197.mp3	5436
common_voice_ru_42000637.mp3	3240
common_voice_ru_42479272.mp3	5220
common_voice_ru_42032533.mp3	6264
common_voice_ru_41973964.mp3	4788
common_voice_ru_42327854.mp3	4716
common_voice_ru_42625395.mp3	5256
common_voice_ru_42309092.mp3	7416
common_voice_ru_42000650.mp3	2700
common_voice_ru_42032316.mp3	2916
common_voice_ru_42134246.mp3	5616
common_voice_ru_42479296.mp3	4140
common_voice_ru_42000555.mp3	3420
common_voice_ru_42628376.mp3	3456
common_voice_ru_42479839.mp3	8820
common_voice_ru_42460001.mp3	8100
common_voice_ru_42553065.mp3	8820
common_voice_ru_42550354.mp3	4608
common_voice_ru_42452378.mp3	8316
common_voice_ru_42545634.mp3	4788
common_voice_ru_42308739.mp3	6480
common_voice_ru_42479840.mp3	5616
common_voice_ru_41973392.mp3	2448
common_voice_ru_42461950.mp3	6768
common_voice_ru_41973286.mp3	2448
common_voice_ru_41982143.mp3	2160
common_voice_ru_41977127.mp3	5796
common_voice_ru_42032575.mp3	6372
common_voice_ru_41982164.mp3	5436
common_voice_ru_41973136.mp3	3312
common_voice_ru_42032047.mp3	3528
common_voice_ru_41977106.mp3	3060
common_voice_ru_42480853.mp3	4176
common_voice_ru_42550262.mp3	5436
common_voice_ru_41981239.mp3	5760
common_voice_ru_41986402.mp3	8532
common_voice_ru_42032339.mp3	5148
common_voice_ru_42308922.mp3	6480
common_voice_ru_41982124.mp3	6408
common_voice_ru_42522913.mp3	2268
common_voice_ru_41970103.mp3	7164
common_voice_ru_42031925.mp3	6516
common_voice_ru_42479337.mp3	4320
common_voice_ru_42000554.mp3	6480
common_voice_ru_42558703.mp3	6156
common_voice_ru_41973177.mp3	5580
common_voice_ru_42506912.mp3	5076
common_voice_ru_42003489.mp3	7056
common_voice_ru_42544253.mp3	4680
common_voice_ru_42558899.mp3	3600
common_voice_ru_42000592.mp3	5652
common_voice_ru_42415521.mp3	8280
common_voice_ru_42550261.mp3	9756
common_voice_ru_42032285.mp3	3996
common_voice_ru_41977033.mp3	3708
common_voice_ru_42550187.mp3	5040
common_voice_ru_42634911.mp3	8676
common_voice_ru_42000597.mp3	3384
common_voice_ru_42197648.mp3	7020
common_voice_ru_42552079.mp3	4608
common_voice_ru_42415473.mp3	5868
common_voice_ru_41973320.mp3	6948
common_voice_ru_41976883.mp3	3312
common_voice_ru_42327838.mp3	3420
common_voice_ru_42550198.mp3	8640
common_voice_ru_42429083.mp3	7776
common_voice_ru_42506945.mp3	3636
common_voice_ru_41973269.mp3	4968
common_voice_ru_42002791.mp3	9000
common_voice_ru_42416458.mp3	4500
common_voice_ru_42327785.mp3	5040
common_voice_ru_42501155.mp3	4860
common_voice_ru_42558880.mp3	3348
common_voice_ru_41973285.mp3	4824
common_voice_ru_42501142.mp3	2160
common_voice_ru_42618653.mp3	6480
common_voice_ru_41982110.mp3	3780
common_voice_ru_42685550.mp3	4140
common_voice_ru_42628182.mp3	6840
common_voice_ru_41977120.mp3	4500
common_voice_ru_42198184.mp3	5220
common_voice_ru_42528732.mp3	9756
common_voice_ru_41982167.mp3	6228
common_voice_ru_42558806.mp3	4860
common_voice_ru_42480859.mp3	6516
common_voice_ru_42680790.mp3	5148
common_voice_ru_42506900.mp3	6768
common_voice_ru_42479465.mp3	7128
common_voice_ru_41976951.mp3	3240
common_voice_ru_42522915.mp3	4248
common_voice_ru_41961956.mp3	6948
common_voice_ru_42308893.mp3	5508
common_voice_ru_41996970.mp3	5688
common_voice_ru_42550260.mp3	8136
common_voice_ru_42631614.mp3	7920
common_voice_ru_41973237.mp3	5112
common_voice_ru_42522929.mp3	8496
common_voice_ru_41977099.mp3	4860
common_voice_ru_42628183.mp3	5256
common_voice_ru_42330294.mp3	3708
common_voice_ru_42327496.mp3	4248
common_voice_ru_41973283.mp3	6408
common_voice_ru_41973250.mp3	4068
common_voice_ru_42520800.mp3	6840
common_voice_ru_41976917.mp3	3240
common_voice_ru_42501159.mp3	3888
common_voice_ru_41910914.mp3	3636
common_voice_ru_42479436.mp3	8820
common_voice_ru_42522916.mp3	3888
common_voice_ru_42628169.mp3	3096
common_voice_ru_42479281.mp3	4716
common_voice_ru_42550327.mp3	5616
common_voice_ru_42442801.mp3	2952
common_voice_ru_42520799.mp3	5868
common_voice_ru_42452387.mp3	4248
common_voice_ru_42680793.mp3	2700
common_voice_ru_42198186.mp3	6228
common_voice_ru_42031895.mp3	5580
common_voice_ru_42550289.mp3	7200
common_voice_ru_42633269.mp3	7848
common_voice_ru_42544310.mp3	7056
common_voice_ru_42031865.mp3	6264
common_voice_ru_42327887.mp3	4536
common_voice_ru_42643431.mp3	4068
common_voice_ru_42212693.mp3	4716
common_voice_ru_42431344.mp3	4320
common_voice_ru_42327837.mp3	4068
common_voice_ru_42550393.mp3	4176
common_voice_ru_42479335.mp3	5868
common_voice_ru_41991255.mp3	5436
common_voice_ru_42631619.mp3	5400
common_voice_ru_41981283.mp3	3096
common_voice_ru_42032135.mp3	2736
common_voice_ru_42415520.mp3	2160
common_voice_ru_42032529.mp3	2412
common_voice_ru_42031978.mp3	4392
common_voice_ru_42227402.mp3	7596
common_voice_ru_42558878.mp3	5436
common_voice_ru_41973150.mp3	6336
common_voice_ru_41976842.mp3	5652
common_voice_ru_42634895.mp3	6516
common_voice_ru_42479828.mp3	3060
common_voice_ru_42429117.mp3	3060
common_voice_ru_42550224.mp3	10548
common_voice_ru_42032486.mp3	3960
common_voice_ru_42550357.mp3	4860
common_voice_ru_42002820.mp3	7308
common_voice_ru_42501137.mp3	6948
common_voice_ru_42550203.mp3	8208
common_voice_ru_42330293.mp3	4068
common_voice_ru_42479842.mp3	3168
common_voice_ru_42532402.mp3	8208
common_voice_ru_42308955.mp3	4320
common_voice_ru_41977080.mp3	2880
common_voice_ru_42501158.mp3	4356
common_voice_ru_42628618.mp3	5076
common_voice_ru_42032590.mp3	5760
common_voice_ru_42474995.mp3	4500
common_voice_ru_42479422.mp3	7128
common_voice_ru_41982812.mp3	4032
common_voice_ru_42197547.mp3	5328
common_voice_ru_41976943.mp3	8172
common_voice_ru_41977097.mp3	4068
common_voice_ru_42327495.mp3	6336
common_voice_ru_42558920.mp3	2376
common_voice_ru_42032516.mp3	3564
common_voice_ru_42330707.mp3	7488
common_voice_ru_42544334.mp3	6300
common_voice_ru_42415524.mp3	3060
common_voice_ru_42308787.mp3	5148
common_voice_ru_42619068.mp3	4176
common_voice_ru_42544213.mp3	4356
common_voice_ru_41973246.mp3	7560
common_voice_ru_42000529.mp3	4716
common_voice_ru_42549622.mp3	3816
common_voice_ru_42327419.mp3	6048
common_voice_ru_41976945.mp3	2988
common_voice_ru_42558650.mp3	5508
common_voice_ru_41982808.mp3	7380
common_voice_ru_42544262.mp3	6048
common_voice_ru_41981293.mp3	3816
common_voice_ru_41976898.mp3	4140
common_voice_ru_42198457.mp3	9036
common_voice_ru_41982056.mp3	5940
common_voice_ru_42550226.mp3	3708
common_voice_ru_42308891.mp3	7200
common_voice_ru_42032484.mp3	2808
common_voice_ru_42415474.mp3	5040
common_voice_ru_42479606.mp3	7200
common_voice_ru_41982149.mp3	3276
common_voice_ru_42545637.mp3	3456
common_voice_ru_41976967.mp3	4392
common_voice_ru_42550265.mp3	3600
common_voice_ru_42003510.mp3	3636
common_voice_ru_41910935.mp3	5760
common_voice_ru_41976855.mp3	5544
common_voice_ru_42544307.mp3	7308
common_voice_ru_41986484.mp3	3276
common_voice_ru_42550270.mp3	5436
common_voice_ru_41976843.mp3	5328
common_voice_ru_42550233.mp3	9216
common_voice_ru_42628217.mp3	3960
common_voice_ru_42032165.mp3	3636
common_voice_ru_42197496.mp3	5400
common_voice_ru_42032287.mp3	6372
common_voice_ru_42000635.mp3	3960
common_voice_ru_42520813.mp3	5076
common_voice_ru_42415420.mp3	9288
common_voice_ru_42479415.mp3	2016
common_voice_ru_42005536.mp3	2736
common_voice_ru_42497852.mp3	5580
common_voice_ru_42544332.mp3	4248
common_voice_ru_42483390.mp3	4896
common_voice_ru_42558907.mp3	3636
common_voice_ru_42628263.mp3	6156
common_voice_ru_42032169.mp3	3492
common_voice_ru_42032589.mp3	4968
common_voice_ru_41973386.mp3	4752
common_voice_ru_42032081.mp3	6012
common_voice_ru_41981282.mp3	4860
common_voice_ru_41973158.mp3	4968
common_voice_ru_42550280.mp3	3600
common_voice_ru_42558905.mp3	5076
common_voice_ru_42479625.mp3	6156
common_voice_ru_42579721.mp3	5796
common_voice_ru_41976976.mp3	4536
common_voice_ru_42227405.mp3	8100
common_voice_ru_41973135.mp3	4140
common_voice_ru_42528768.mp3	6840
common_voice_ru_42623260.mp3	2916
common_voice_ru_42628180.mp3	5400
common_voice_ru_42032182.mp3	2592
common_voice_ru_42325302.mp3	5148
common_voice_ru_42550378.mp3	11916
common_voice_ru_41973174.mp3	3492
common_voice_ru_41973276.mp3	3096
common_voice_ru_42308843.mp3	8388
common_voice_ru_42327275.mp3	5868
common_voice_ru_41976916.mp3	4284
common_voice_ru_42619061.mp3	7020
common_voice_ru_42479449.mp3	4356
common_voice_ru_42495947.mp3	2952
common_voice_ru_41982080.mp3	5076
common_voice_ru_42550202.mp3	6588
common_voice_ru_41910953.mp3	4176
common_voice_ru_42550240.mp3	10116
common_voice_ru_42544294.mp3	3600
common_voice_ru_42032338.mp3	6300
common_voice_ru_42198393.mp3	4500
common_voice_ru_42634939.mp3	7056
common_voice_ru_42628175.mp3	5976
common_voice_ru_41977136.mp3	5760
common_voice_ru_42479564.mp3	6660
common_voice_ru_41977079.mp3	4860
common_voice_ru_42000606.mp3	5508
common_voice_ru_41982157.mp3	2340
common_voice_ru_42227298.mp3	4680
common_voice_ru_42479297.mp3	3168
common_voice_ru_42558642.mp3	5040
common_voice_ru_42479276.mp3	3780
common_voice_ru_42550278.mp3	8496
common_voice_ru_42327786.mp3	6336
common_voice_ru_42032086.mp3	2412
common_voice_ru_42547229.mp3	5148
common_voice_ru_42000775.mp3	3960
common_voice_ru_41986391.mp3	5508
common_voice_ru_42558870.mp3	4248
common_voice_ru_42479680.mp3	4176
common_voice_ru_42550368.mp3	9540
common_voice_ru_42000544.mp3	5076
common_voice_ru_42479751.mp3	2736
common_voice_ru_42628123.mp3	6588
common_voice_ru_42494895.mp3	6372
common_voice_ru_42479338.mp3	2376
common_voice_ru_42579720.mp3	1728
common_voice_ru_42003535.mp3	5616
common_voice_ru_42623279.mp3	4968
common_voice_ru_42429101.mp3	5148
common_voice_ru_42492558.mp3	4140
common_voice_ru_42550347.mp3	6336
common_voice_ru_42197607.mp3	4320
common_voice_ru_42497856.mp3	3960
common_voice_ru_42032212.mp3	4248
common_voice_ru_42330296.mp3	2700
common_voice_ru_42612322.mp3	4752
common_voice_ru_42532379.mp3	4788
common_voice_ru_42550248.mp3	5076
common_voice_ru_42522930.mp3	6228
common_voice_ru_41986411.mp3	3240
common_voice_ru_42479345.mp3	6768
common_voice_ru_42522918.mp3	2196
common_voice_ru_42467588.mp3	3528
common_voice_ru_41976907.mp3	7020
common_voice_ru_42327383.mp3	8928
common_voice_ru_42323797.mp3	5796
common_voice_ru_42000379.mp3	3276
common_voice_ru_41973268.mp3	3672
common_voice_ru_42544293.mp3	6516
common_voice_ru_41973253.mp3	4788
common_voice_ru_42631597.mp3	7416
common_voice_ru_42479343.mp3	2916
common_voice_ru_42545636.mp3	9468
common_voice_ru_42327421.mp3	5940
common_voice_ru_42032542.mp3	2520
common_voice_ru_42550177.mp3	7200
common_voice_ru_42684991.mp3	3420
common_voice_ru_42032470.mp3	5040
common_voice_ru_42198185.mp3	5256
common_voice_ru_42558855.mp3	7308
common_voice_ru_42552075.mp3	7956
common_voice_ru_41976869.mp3	4608
common_voice_ru_42429120.mp3	5400
common_voice_ru_41996961.mp3	4608
common_voice_ru_42619066.mp3	4176
common_voice_ru_41973270.mp3	3564
common_voice_ru_41976910.mp3	6192
common_voice_ru_42628178.mp3	4788
common_voice_ru_42550365.mp3	5940
common_voice_ru_42031867.mp3	3204
common_voice_ru_42550245.mp3	8748
common_voice_ru_42550246.mp3	8028
common_voice_ru_41976908.mp3	4248
common_voice_ru_42003495.mp3	3168
common_voice_ru_42513804.mp3	8280
common_voice_ru_42415422.mp3	4896
common_voice_ru_41915132.mp3	5688
common_voice_ru_42550284.mp3	4896
common_voice_ru_41973164.mp3	3888
common_voice_ru_42604927.mp3	6840
common_voice_ru_42506949.mp3	4068
common_voice_ru_42494890.mp3	5400
common_voice_ru_42550283.mp3	9396
common_voice_ru_42619060.mp3	2772
common_voice_ru_41982809.mp3	5328
common_voice_ru_42550249.mp3	3168
common_voice_ru_42579694.mp3	2808
common_voice_ru_41982138.mp3	2808
common_voice_ru_42003504.mp3	6048
common_voice_ru_42520890.mp3	5256
common_voice_ru_42528734.mp3	8856
common_voice_ru_41996962.mp3	8388
common_voice_ru_42553066.mp3	7740
common_voice_ru_42032079.mp3	4716
common_voice_ru_42633265.mp3	11520
common_voice_ru_41973492.mp3	2628
common_voice_ru_41973154.mp3	6408
common_voice_ru_42197464.mp3	5940
common_voice_ru_41996977.mp3	7956
common_voice_ru_41973193.mp3	3888
common_voice_ru_41973410.mp3	5688
common_voice_ru_41986390.mp3	5832
common_voice_ru_41982083.mp3	6156
common_voice_ru_41977168.mp3	2160
common_voice_ru_42005521.mp3	6156
common_voice_ru_41973501.mp3	6048
common_voice_ru_42558818.mp3	3240
common_voice_ru_42634886.mp3	2628
common_voice_ru_41915184.mp3	5580
common_voice_ru_41973140.mp3	5868
common_voice_ru_42110684.mp3	14688
common_voice_ru_42522906.mp3	3096
common_voice_ru_42000603.mp3	4932
common_voice_ru_42479298.mp3	6336
common_voice_ru_42628185.mp3	4356
common_voice_ru_42325276.mp3	6408
common_voice_ru_42000376.mp3	2916
common_voice_ru_42558883.mp3	4068
common_voice_ru_41986409.mp3	3528
common_voice_ru_42032597.mp3	6300
common_voice_ru_41976942.mp3	4680
common_voice_ru_42168153.mp3	5148
common_voice_ru_42479775.mp3	3348
common_voice_ru_42327311.mp3	4356
common_voice_ru_41973233.mp3	4356
common_voice_ru_42416526.mp3	5220
common_voice_ru_42619067.mp3	4032
common_voice_ru_42604969.mp3	5076
common_voice_ru_42579736.mp3	5868
common_voice_ru_41915150.mp3	6300
common_voice_ru_42550323.mp3	9396
common_voice_ru_42032539.mp3	2736
common_voice_ru_42483383.mp3	3240
common_voice_ru_42547226.mp3	8820
common_voice_ru_41973979.mp3	6444
common_voice_ru_42031883.mp3	6048
common_voice_ru_42031967.mp3	6840
common_voice_ru_42473295.mp3	4320
common_voice_ru_42032550.mp3	3924
common_voice_ru_41981252.mp3	5436
common_voice_ru_42556138.mp3	6120
common_voice_ru_42005526.mp3	6300
common_voice_ru_42032122.mp3	5148
common_voice_ru_41976867.mp3	4608
common_voice_ru_42000526.mp3	5292
common_voice_ru_42431381.mp3	6516
common_voice_ru_42330708.mp3	3240
common_voice_ru_41982092.mp3	5544
common_voice_ru_42520837.mp3	2016
common_voice_ru_41973161.mp3	4356
common_voice_ru_41973180.mp3	3276
common_voice_ru_42431335.mp3	4428
common_voice_ru_41973156.mp3	5472
common_voice_ru_42031977.mp3	5688
common_voice_ru_42506932.mp3	4356
